CustServCalls,RoamMins,Recommendations,DataUsage,MonthlyCharge,Churn_Probability,Churn_Signals,AccountWeeks,DayCalls
2,6.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,51.0,0.0148404071651809,low_tenure: New or short-tenure customer,76,121
1,14.3,No action needed,0.0,37.0,0.0426303187304254,None detected,130,127
2,11.9,No action needed,0.32,34.2,0.0336533380777032,None detected,56,90
0,15.5,No action needed,0.0,50.0,0.018764272756923,None detected,117,137
2,6.5,No action needed,0.36,54.6,0.01870759846664,None detected,63,81
0,6.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,51.0,0.0829935161166931,low_tenure: New or short-tenure customer,126,88
1,12.6,No action needed,0.31,54.1,0.0234455039087461,None detected,132,107
4,9.2,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,2.48,69.8,0.7308172666980869,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,81,147
2,11.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,43.0,0.0086311737544288,low_tenure: New or short-tenure customer,122,88
2,13.4,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,66.0,0.8986649691708278,high_churn_probability: Model predicts high likelihood of churn,46,67
1,11.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.97,74.7,0.0323026760716897,high_cost: High charges in MonthlyCharge,150,75
1,8.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,41.0,0.0121405269459828,low_tenure: New or short-tenure customer,99,83
1,11.0,No action needed,0.0,60.0,0.0354908701912985,None detected,87,124
1,7.9,No action needed,0.0,39.0,0.034490388629989,None detected,108,129
4,11.6,No action needed,0.0,47.0,0.2192870374068213,None detected,101,89
3,10.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.22,51.2,0.0151397647895144,low_tenure: New or short-tenure customer,53,86
2,8.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.32,69.2,0.0104659201708085,high_cost: High charges in MonthlyCharge,132,93
2,8.6,No action needed,0.0,46.0,0.0248163462227268,None detected,158,123
0,10.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.78,73.8,0.0117134391747872,high_cost: High charges in MonthlyCharge,114,109
2,7.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.92,71.2,0.0141210176872049,high_cost: High charges in MonthlyCharge,77,73
0,9.4,No action needed,0.27,52.7,0.3051847564594232,None detected,144,69
3,12.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.32,89.2,0.0334553462637491,high_cost: High charges in MonthlyCharge,91,97
2,12.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,38.0,0.0131719725850666,low_tenure: New or short-tenure customer,58,100
3,13.3,No action needed,0.0,50.0,0.0108242274406541,None detected,5,106
0,4.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,0.29,67.9,0.202016671836107,high_cost: High charges in MonthlyCharge,97,81
3,7.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.47,53.7,0.0061953193327928,low_tenure: New or short-tenure customer,107,95
1,10.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.92,70.2,0.0098988489477484,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,142,75
1,13.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.59,86.9,0.0321845465076248,high_cost: High charges in MonthlyCharge,9,130
0,12.2,No action needed,0.0,51.0,0.0164878049135347,None detected,73,130
2,15.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,4.24,90.4,0.3190370506250852,high_cost: High charges in MonthlyCharge,48,63
0,9.2,No action needed,0.36,58.6,0.063309460507441,None detected,43,147
1,13.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.65,87.5,0.3312678968496013,high_cost: High charges in MonthlyCharge,122,103
0,8.8,No action needed,0.42,59.2,0.0138538489839761,None detected,93,68
1,11.5,No action needed,0.0,50.0,0.0162259475482305,None detected,85,122
3,5.0,No action needed,0.28,51.8,0.013031582258145,None detected,59,95
1,11.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.29,55.9,0.0165757922887442,low_tenure: New or short-tenure customer,87,90
0,12.3,No action needed,0.26,42.6,0.0157265745182458,None detected,137,90
6,9.5,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,2.57,72.7,0.7207335434173668,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,21,90
0,10.4,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,74.0,0.9993194444444444,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,129,118
0,13.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,34.0,0.0280074175425381,low_tenure: New or short-tenure customer,104,77
4,11.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,3.19,68.9,0.93327044650938,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,93,105
4,13.1,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,70.0,0.9347619047619048,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,63,102
0,7.8,No action needed,0.0,37.0,0.0288277903312009,None detected,161,70
3,11.6,No action needed,0.0,50.0,0.0133157607397857,None detected,50,94
1,6.9,No action needed,1.86,58.6,0.0107886220997476,None detected,103,85
1,13.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.51,75.1,0.0271155427308987,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,84,106
1,9.0,No action needed,0.29,58.9,0.0167588127463702,None detected,92,105
1,9.9,No action needed,0.0,51.0,0.0345635610783898,None detected,77,112
1,13.3,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,81.0,0.9401666666666664,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,64,55
1,11.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,3.19,63.9,0.013640726947944,low_tenure: New or short-tenure customer,159,102
1,8.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.24,90.4,0.0937361111111111,high_cost: High charges in MonthlyCharge,110,103
3,17.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.28,41.8,0.0150706543205836,low_tenure: New or short-tenure customer,138,117
1,13.6,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,63.0,0.917221576668945,high_churn_probability: Model predicts high likelihood of churn,178,150
0,3.9,No action needed,1.05,65.5,0.0191441620388196,None detected,38,118
2,7.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.13,66.3,0.0124385213729168,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,50,97
1,7.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.08,49.8,0.0136569829414974,low_tenure: New or short-tenure customer,45,104
0,9.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.17,35.7,0.0164601687317877,low_tenure: New or short-tenure customer,70,99
3,10.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.81,91.1,0.0267554302381817,high_cost: High charges in MonthlyCharge,147,107
1,7.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,46.0,0.0096449340800524,low_tenure: New or short-tenure customer,94,108
0,11.6,No action needed,0.0,37.0,0.0481468117842722,None detected,179,101
2,11.3,No action needed,0.23,58.3,0.0218419270260435,None detected,116,91
0,14.7,No action needed,0.0,51.0,0.0133881555701012,None detected,59,80
0,7.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,50.0,0.010828114198468,low_tenure: New or short-tenure customer,165,109
2,12.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,67.0,0.9693571428571428,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,133,138
1,8.4,No action needed,0.0,36.0,0.0221009952685901,None detected,140,84
2,6.8,No action needed,1.84,56.4,0.0060969206585159,None detected,93,91
0,8.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.21,70.1,0.0085208882928072,high_cost: High charges in MonthlyCharge,52,88
1,12.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.32,80.2,0.030512531854033,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,64,101
2,9.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,47.0,0.1660768452755004,low_tenure: New or short-tenure customer,12,117
2,8.3,No action needed,0.0,60.0,0.0405417243558357,None detected,48,92
1,6.0,No action needed,0.0,41.0,0.0110155730683284,None detected,181,91
2,11.4,No action needed,3.08,64.8,0.0323504695242333,None detected,168,57
3,11.3,No action needed,0.0,46.0,0.010025684298781,None detected,155,111
0,3.8,No action needed,0.0,64.0,0.5339177000774551,None detected,105,83
2,9.7,No action needed,0.0,49.0,0.016201132814301,None detected,11,130
2,8.0,No action needed,0.36,38.6,0.0311859854002727,None detected,182,111
1,13.1,No action needed,0.0,43.0,0.0184564041760185,None detected,104,93
0,12.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,27.0,0.0261453329856145,low_tenure: New or short-tenure customer,102,125
0,11.9,No action needed,0.0,57.0,0.0940605479495827,None detected,122,96
1,8.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,38.0,0.0122543713719815,low_tenure: New or short-tenure customer,41,117
2,9.1,No action needed,0.0,51.0,0.0211055671897181,None detected,132,132
1,11.4,No action needed,0.0,65.0,0.5791901559578829,None detected,76,148
1,11.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,38.0,0.0111440612430074,low_tenure: New or short-tenure customer,13,74
2,14.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.83,80.3,0.0379439404106514,high_cost: High charges in MonthlyCharge,115,72
1,8.4,No action needed,0.42,47.2,0.00912078782438,None detected,67,91
0,7.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,42.0,0.0181098276064758,low_tenure: New or short-tenure customer,154,99
2,7.8,No action needed,0.0,41.0,0.0122730689106887,None detected,100,87
1,11.2,No action needed,0.0,45.0,0.2093898383151052,None detected,146,65
1,12.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.32,101.2,0.0570432794828293,high_cost: High charges in MonthlyCharge,148,129
2,10.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.7,68.0,0.0868939915131897,high_cost: High charges in MonthlyCharge,67,94
1,12.9,No action needed,0.0,55.0,0.4692422283444913,None detected,161,106
1,0.0,No action needed,0.0,57.0,0.0369988443915756,None detected,70,114
0,16.5,No action needed,0.0,54.0,0.0198719582563184,None detected,116,82
2,9.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.51,82.1,0.2161115902374679,high_cost: High charges in MonthlyCharge,99,125
1,5.3,No action needed,0.29,42.9,0.0111350009366803,None detected,87,108
1,9.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.32,55.2,0.0147797357253053,low_tenure: New or short-tenure customer,87,85
2,10.6,No action needed,0.0,52.0,0.0362724845826672,None detected,70,111
2,13.1,No action needed,0.0,35.0,0.0341391704959546,None detected,131,80
2,10.0,No action needed,0.18,52.8,0.0124811937354428,None detected,119,74
3,12.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.24,74.4,0.0195215897642602,high_cost: High charges in MonthlyCharge,119,77
0,10.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,37.0,0.1842388629092543,low_tenure: New or short-tenure customer,87,80
5,14.1,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,29.0,0.9765525210084032,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,112,92
2,10.7,No action needed,0.0,39.0,0.0182854478951966,None detected,75,89
4,9.2,No action needed,0.0,51.0,0.0292325658052746,None detected,150,77
0,16.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,4.35,102.5,0.0209698556971925,high_cost: High charges in MonthlyCharge,161,112
0,9.9,No action needed,2.67,58.7,0.2109009062427138,None detected,91,112
3,10.2,No action needed,0.0,45.0,0.0262064599934501,None detected,124,104
4,7.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,54.0,0.2959673973743741,low_tenure: New or short-tenure customer,94,109
4,9.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,44.0,0.4903688010247642,low_tenure: New or short-tenure customer,217,115
0,6.4,No action needed,0.31,62.1,0.1158274579777498,None detected,158,129
0,7.1,No action needed,0.33,51.3,0.0119893115632892,None detected,102,87
0,7.7,No action needed,0.0,56.0,0.0176560025323665,None detected,85,107
1,8.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,40.0,0.0111240059086836,low_tenure: New or short-tenure customer,79,72
